|time:0|1:2|2:0|3:0|4:1|5:1|6:0|7:0
|time:400,5011|1:4|2:12|3:16|4:4|5:0|6:0|7:0
|time:401,5262|1:4|2:17|3:15|4:4|5:0|6:0|7:0
|time:402,552|1:4|2:13|3:14|4:4|5:0|6:0|7:0
|time:403,5872|1:4|2:12|3:15|4:4|5:0|6:0|7:0
|time:404,6064|1:4|2:12|3:19|4:4|5:0|6:0|7:0
|time:405,626|1:4|2:16|3:19|4:4|5:0|6:0|7:0
|time:406,6471|1:4|2:15|3:19|4:4|5:0|6:0|7:0
|time:407,6721|1:3|2:15|3:21|4:3|5:0|6:0|7:0
|time:408,6942|1:3|2:12|3:16|4:3|5:0|6:0|7:0
|time:409,7218|1:3|2:18|3:18|4:3|5:0|6:0|7:0
|time:410,7529|1:3|2:21|3:19|4:3|5:0|6:0|7:0
|time:411,781|1:3|2:15|3:14|4:3|5:0|6:0|7:0
|time:412,799|1:3|2:16|3:14|4:3|5:0|6:0|7:0
|time:413,82|1:3|2:20|3:15|4:3|5:0|6:0|7:0
|time:414,8446|1:3|2:20|3:12|4:3|5:0|6:0|7:0
|time:415,8681|1:3|2:17|3:12|4:3|5:0|6:0|7:0
|time:416,9056|1:3|2:15|3:14|4:3|5:0|6:0|7:0
|time:417,9377|1:3|2:19|3:19|4:3|5:0|6:0|7:0
|time:418,973|1:3|2:17|3:22|4:3|5:0|6:0|7:0
|time:419,9912|1:3|2:20|3:24|4:3|5:0|6:0|7:0
|time:421,0111|1:3|2:21|3:19|4:3|5:0|6:0|7:0
|time:422,0385|1:3|2:21|3:15|4:3|5:0|6:0|7:0
|time:423,0553|1:3|2:21|3:19|4:3|5:0|6:0|7:0
|time:424,0824|1:3|2:19|3:12|4:3|5:0|6:0|7:0
|time:425,1107|1:3|2:21|3:16|4:3|5:0|6:0|7:0
|time:426,1419|1:3|2:23|3:17|4:3|5:0|6:0|7:0
|time:427,1711|1:3|2:22|3:18|4:3|5:0|6:0|7:0
|time:428,1979|1:3|2:19|3:16|4:3|5:0|6:0|7:0
|time:429,2278|1:3|2:16|3:25|4:3|5:0|6:0|7:0
|time:430,2552|1:3|2:21|3:19|4:3|5:0|6:0|7:0
|time:431,2758|1:3|2:22|3:14|4:3|5:0|6:0|7:0
|time:432,3061|1:3|2:19|3:18|4:3|5:0|6:0|7:0
|time:433,3293|1:3|2:20|3:17|4:3|5:0|6:0|7:0
|time:434,3486|1:3|2:17|3:16|4:3|5:0|6:0|7:0
|time:435,3767|1:3|2:21|3:17|4:3|5:0|6:0|7:0
|time:436,4059|1:3|2:21|3:18|4:3|5:0|6:0|7:0
|time:437,4337|1:3|2:15|3:17|4:3|5:0|6:0|7:0
|time:438,4653|1:3|2:17|3:23|4:3|5:0|6:0|7:0
|time:439,4901|1:3|2:11|3:20|4:3|5:0|6:0|7:0
|time:440,5193|1:3|2:12|3:21|4:3|5:0|6:0|7:0
|time:441,5505|1:3|2:17|3:26|4:3|5:0|6:0|7:0
|time:442,5751|1:3|2:14|3:31|4:3|5:0|6:0|7:0
|time:443,5994|1:3|2:12|3:24|4:3|5:0|6:0|7:0
|time:444,6319|1:3|2:14|3:26|4:3|5:0|6:0|7:0
|time:445,662|1:3|2:18|3:24|4:3|5:0|6:0|7:0
|time:446,6981|1:3|2:20|3:22|4:3|5:0|6:0|7:0
|time:447,7203|1:3|2:13|3:18|4:3|5:0|6:0|7:0
|time:448,7388|1:3|2:15|3:21|4:3|5:0|6:0|7:0
|time:449,7612|1:3|2:20|3:21|4:3|5:0|6:0|7:0
|time:450,7962|1:3|2:21|3:23|4:3|5:0|6:0|7:0
|time:451,8161|1:3|2:15|3:19|4:3|5:0|6:0|7:0
|time:452,8348|1:3|2:10|3:16|4:3|5:0|6:0|7:0
|time:453,869|1:3|2:9|3:17|4:3|5:0|6:0|7:0
|time:454,8924|1:3|2:16|3:23|4:3|5:0|6:0|7:0
|time:455,9128|1:3|2:15|3:22|4:3|5:0|6:0|7:0
|time:456,935|1:3|2:20|3:19|4:3|5:0|6:0|7:0
|time:457,9666|1:2|2:19|3:25|4:2|5:0|6:0|7:0
|time:458,9865|1:2|2:21|3:20|4:2|5:0|6:0|7:0
|time:460,0116|1:2|2:16|3:17|4:2|5:0|6:0|7:0
|time:461,044|1:2|2:16|3:19|4:2|5:0|6:0|7:0
|time:462,0749|1:2|2:16|3:22|4:2|5:0|6:0|7:0
|time:463,0946|1:2|2:17|3:16|4:2|5:0|6:0|7:0
|time:464,1159|1:2|2:15|3:14|4:2|5:0|6:0|7:0
|time:465,1468|1:2|2:9|3:16|4:2|5:0|6:0|7:0
|time:466,1642|1:2|2:12|3:17|4:2|5:0|6:0|7:0
|time:467,1848|1:2|2:11|3:19|4:2|5:0|6:0|7:0
|time:468,2065|1:2|2:15|3:17|4:2|5:0|6:0|7:0
|time:469,2331|1:2|2:18|3:20|4:2|5:0|6:0|7:0
|time:470,2619|1:2|2:13|3:23|4:2|5:0|6:0|7:0
|time:471,2914|1:2|2:11|3:21|4:2|5:0|6:0|7:0
|time:472,3197|1:2|2:9|3:19|4:2|5:0|6:0|7:0
|time:473,3414|1:2|2:16|3:21|4:2|5:0|6:0|7:0
|time:474,3641|1:2|2:12|3:21|4:2|5:0|6:0|7:0
|time:475,3854|1:2|2:16|3:22|4:2|5:0|6:0|7:0
|time:476,4054|1:2|2:20|3:20|4:2|5:0|6:0|7:0
|time:477,4341|1:2|2:16|3:20|4:2|5:0|6:0|7:0
|time:478,4609|1:2|2:19|3:21|4:2|5:0|6:0|7:0
|time:479,4798|1:2|2:15|3:22|4:2|5:0|6:0|7:0
|time:480,5121|1:2|2:17|3:22|4:2|5:0|6:0|7:0
|time:481,5416|1:2|2:21|3:22|4:2|5:0|6:0|7:0
|time:482,567|1:2|2:21|3:29|4:2|5:0|6:0|7:0
|time:483,6004|1:2|2:11|3:26|4:2|5:0|6:0|7:0
|time:484,6283|1:2|2:12|3:22|4:2|5:0|6:0|7:0
|time:485,6598|1:2|2:10|3:17|4:2|5:0|6:0|7:0
|time:486,692|1:2|2:14|3:21|4:2|5:0|6:0|7:0
|time:487,718|1:2|2:15|3:23|4:2|5:0|6:0|7:0
|time:488,7495|1:2|2:15|3:22|4:2|5:0|6:0|7:0
|time:489,7834|1:2|2:18|3:23|4:2|5:0|6:0|7:0
|time:490,8018|1:2|2:19|3:21|4:2|5:0|6:0|7:0
|time:491,8337|1:2|2:18|3:27|4:2|5:0|6:0|7:0
|time:492,8574|1:2|2:17|3:21|4:2|5:0|6:0|7:0
|time:493,8862|1:2|2:13|3:17|4:2|5:0|6:0|7:0
|time:494,9174|1:2|2:15|3:15|4:2|5:0|6:0|7:0
|time:495,9398|1:2|2:16|3:16|4:2|5:0|6:0|7:0
|time:496,9691|1:2|2:12|3:18|4:2|5:0|6:0|7:0
|time:498,0029|1:2|2:18|3:21|4:2|5:0|6:0|7:0
|time:499,0276|1:2|2:22|3:23|4:2|5:0|6:0|7:0
|time:500,0571|1:2|2:17|3:26|4:2|5:0|6:0|7:0
|time:501,0784|1:2|2:15|3:28|4:2|5:0|6:0|7:0
|time:502,1116|1:2|2:17|3:20|4:2|5:0|6:0|7:0
|time:503,1415|1:2|2:16|3:20|4:2|5:0|6:0|7:0
|time:504,1706|1:2|2:23|3:21|4:2|5:0|6:0|7:0
|time:505,2039|1:2|2:26|3:20|4:2|5:0|6:0|7:0
|time:506,226|1:2|2:23|3:20|4:2|5:0|6:0|7:0
|time:507,2526|1:2|2:22|3:25|4:2|5:0|6:0|7:0
|time:508,2839|1:1|2:21|3:18|4:1|5:0|6:0|7:0
|time:509,3014|1:1|2:18|3:23|4:1|5:0|6:0|7:0
|time:510,3372|1:1|2:23|3:23|4:1|5:0|6:0|7:0
|time:511,3644|1:1|2:22|3:19|4:1|5:0|6:0|7:0
|time:512,3958|1:1|2:21|3:20|4:1|5:0|6:0|7:0
|time:513,4138|1:1|2:23|3:21|4:1|5:0|6:0|7:0
|time:514,4446|1:1|2:23|3:18|4:1|5:0|6:0|7:0
|time:515,4748|1:1|2:17|3:17|4:1|5:0|6:0|7:0
|time:516,5079|1:1|2:18|3:21|4:1|5:0|6:0|7:0
|time:517,5295|1:1|2:20|3:21|4:1|5:0|6:0|7:0
|time:518,5547|1:1|2:18|3:18|4:1|5:0|6:0|7:0
|time:519,5846|1:1|2:23|3:17|4:1|5:0|6:0|7:0
|time:520,614|1:1|2:16|3:23|4:1|5:0|6:0|7:0
|time:521,6481|1:1|2:20|3:16|4:1|5:0|6:0|7:0
|time:522,7104|1:1|2:19|3:15|4:1|5:0|6:0|7:0
|time:523,7294|1:1|2:21|3:16|4:1|5:0|6:0|7:0
|time:524,7612|1:1|2:22|3:17|4:1|5:0|6:0|7:0
|time:525,7924|1:1|2:17|3:17|4:1|5:0|6:0|7:0
|time:526,8241|1:1|2:17|3:21|4:1|5:0|6:0|7:0
|time:527,8571|1:1|2:16|3:12|4:1|5:0|6:0|7:0
|time:528,8825|1:1|2:16|3:11|4:1|5:0|6:0|7:0
|time:529,9005|1:1|2:17|3:18|4:1|5:0|6:0|7:0
|time:530,9263|1:1|2:22|3:19|4:1|5:0|6:0|7:0
|time:531,9605|1:1|2:20|3:21|4:1|5:0|6:0|7:0
|time:532,9871|1:1|2:18|3:20|4:1|5:0|6:0|7:0
|time:534,0198|1:1|2:19|3:19|4:1|5:0|6:0|7:0
|time:535,0395|1:1|2:19|3:18|4:1|5:0|6:0|7:0
|time:536,0588|1:1|2:19|3:11|4:1|5:0|6:0|7:0
|time:537,0771|1:1|2:22|3:18|4:1|5:0|6:0|7:0
|time:538,1077|1:1|2:21|3:18|4:1|5:0|6:0|7:0
|time:539,1318|1:1|2:15|3:20|4:1|5:0|6:0|7:0
|time:540,1582|1:1|2:16|3:16|4:1|5:0|6:0|7:0
|time:541,1819|1:1|2:21|3:18|4:1|5:0|6:0|7:0
|time:542,2157|1:1|2:19|3:17|4:1|5:0|6:0|7:0
|time:543,2455|1:1|2:17|3:21|4:1|5:0|6:0|7:0
|time:544,277|1:1|2:20|3:30|4:1|5:0|6:0|7:0
|time:545,2932|1:1|2:19|3:24|4:1|5:0|6:0|7:0
|time:546,3253|1:1|2:18|3:19|4:1|5:0|6:0|7:0
|time:547,3569|1:1|2:18|3:27|4:1|5:0|6:0|7:0
|time:548,3766|1:1|2:21|3:25|4:1|5:0|6:0|7:0
|time:549,3951|1:1|2:15|3:18|4:1|5:0|6:0|7:0
|time:550,4272|1:1|2:18|3:18|4:1|5:0|6:0|7:0
|time:551,5165|1:1|2:18|3:15|4:1|5:0|6:0|7:0
|time:552,5377|1:1|2:19|3:14|4:1|5:0|6:0|7:0
|time:553,5557|1:1|2:23|3:19|4:1|5:0|6:0|7:0
|time:554,5864|1:1|2:18|3:16|4:1|5:0|6:0|7:0
|time:555,6149|1:1|2:17|3:16|4:1|5:0|6:0|7:0
|time:556,645|1:1|2:26|3:16|4:1|5:0|6:0|7:0
|time:557,6676|1:1|2:27|3:14|4:1|5:0|6:0|7:0
|time:558,7059|1:50|2:16|3:9|4:15|5:16|6:0|7:19
|time:559,7607|1:50|2:15|3:11|4:15|5:16|6:0|7:19
|time:560,8201|1:50|2:16|3:8|4:15|5:16|6:0|7:19
|time:561,8609|1:45|2:15|3:9|4:14|5:16|6:0|7:15
|time:562,9153|1:45|2:15|3:9|4:14|5:16|6:0|7:15
|time:563,9535|1:45|2:14|3:9|4:14|5:16|6:0|7:15
|time:564,9961|1:41|2:11|3:8|4:13|5:15|6:0|7:13
|time:566,046|1:41|2:14|3:13|4:13|5:15|6:0|7:13
|time:567,0891|1:40|2:11|3:11|4:13|5:15|6:0|7:12
|time:568,1284|1:39|2:11|3:13|4:13|5:14|6:0|7:12
|time:569,1849|1:39|2:10|3:12|4:13|5:14|6:0|7:12
|time:570,2215|1:38|2:13|3:9|4:12|5:14|6:0|7:12
|time:571,266|1:37|2:10|3:10|4:11|5:14|6:0|7:12
|time:572,3126|1:37|2:11|3:13|4:11|5:14|6:0|7:12
|time:573,3538|1:37|2:10|3:14|4:11|5:14|6:0|7:12
|time:574,3955|1:36|2:11|3:12|4:11|5:14|6:0|7:11
|time:575,4391|1:36|2:11|3:8|4:11|5:14|6:0|7:11
|time:576,4836|1:35|2:12|3:10|4:10|5:14|6:0|7:11
|time:577,5228|1:35|2:16|3:10|4:10|5:14|6:0|7:11
|time:578,5665|1:35|2:21|3:10|4:10|5:14|6:0|7:11
|time:579,6691|1:35|2:23|3:15|4:10|5:14|6:0|7:11
|time:580,7142|1:34|2:16|3:17|4:9|5:14|6:0|7:11
|time:581,756|1:33|2:16|3:18|4:9|5:13|6:0|7:11
|time:582,8014|1:33|2:13|3:18|4:9|5:13|6:0|7:11
|time:583,8498|1:33|2:14|3:18|4:9|5:13|6:0|7:11
|time:584,8857|1:33|2:14|3:18|4:9|5:13|6:0|7:11
|time:585,9219|1:32|2:15|3:12|4:9|5:12|6:0|7:11
|time:586,9727|1:31|2:17|3:13|4:8|5:12|6:0|7:11
|time:587,9991|1:31|2:16|3:16|4:8|5:12|6:0|7:11
|time:589,04|1:29|2:18|3:9|4:7|5:12|6:0|7:10
|time:590,0733|1:28|2:23|3:11|4:7|5:12|6:0|7:9
|time:591,1041|1:28|2:27|3:10|4:7|5:12|6:0|7:9
|time:592,1382|1:27|2:18|3:7|4:6|5:12|6:0|7:9
|time:593,1743|1:27|2:16|3:9|4:6|5:12|6:0|7:9
|time:594,201|1:27|2:16|3:14|4:6|5:12|6:0|7:9
|time:595,2388|1:27|2:14|3:11|4:6|5:12|6:0|7:9
|time:596,2663|1:27|2:13|3:15|4:6|5:12|6:0|7:9
|time:597,3043|1:27|2:13|3:12|4:6|5:12|6:0|7:9
|time:598,3342|1:27|2:16|3:16|4:6|5:12|6:0|7:9
|time:599,3694|1:27|2:18|3:10|4:6|5:12|6:0|7:9
|time:600,4127|1:26|2:14|3:13|4:6|5:12|6:0|7:8
|time:601,4401|1:26|2:14|3:14|4:6|5:12|6:0|7:8
|time:602,4761|1:26|2:15|3:19|4:6|5:12|6:0|7:8
|time:603,5004|1:22|2:14|3:17|4:6|5:10|6:0|7:6
|time:604,5298|1:21|2:14|3:15|4:6|5:9|6:0|7:6
|time:605,5558|1:21|2:19|3:20|4:6|5:9|6:0|7:6
|time:606,5984|1:21|2:17|3:17|4:6|5:9|6:0|7:6
|time:607,6379|1:21|2:14|3:20|4:6|5:9|6:0|7:6
|time:608,6791|1:19|2:13|3:28|4:6|5:7|6:0|7:6
|time:609,7051|1:18|2:11|3:18|4:6|5:7|6:0|7:5
|time:610,7279|1:18|2:15|3:28|4:6|5:7|6:0|7:5
|time:611,7586|1:18|2:13|3:15|4:6|5:7|6:0|7:5
|time:612,7899|1:18|2:11|3:14|4:6|5:7|6:0|7:5
|time:613,8243|1:18|2:9|3:9|4:6|5:7|6:0|7:5
|time:614,8461|1:18|2:14|3:12|4:6|5:7|6:0|7:5
|time:615,8739|1:18|2:8|3:13|4:6|5:7|6:0|7:5
|time:616,9039|1:18|2:10|3:12|4:6|5:7|6:0|7:5
|time:617,9237|1:17|2:11|3:17|4:6|5:7|6:0|7:4
|time:618,9599|1:17|2:14|3:20|4:6|5:7|6:0|7:4
|time:619,9828|1:16|2:19|3:18|4:6|5:6|6:0|7:4
|time:621,0164|1:16|2:20|3:16|4:6|5:6|6:0|7:4
|time:622,0439|1:16|2:22|3:21|4:6|5:6|6:0|7:4
|time:623,0841|1:16|2:20|3:22|4:6|5:6|6:0|7:4
|time:624,1156|1:16|2:16|3:17|4:6|5:6|6:0|7:4
|time:625,1475|1:16|2:15|3:17|4:6|5:6|6:0|7:4
|time:626,187|1:16|2:18|3:19|4:6|5:6|6:0|7:4
|time:627,2067|1:16|2:26|3:15|4:6|5:6|6:0|7:4
|time:628,2342|1:16|2:13|3:14|4:6|5:6|6:0|7:4
|time:629,2686|1:16|2:12|3:10|4:6|5:6|6:0|7:4
|time:630,3056|1:16|2:13|3:16|4:6|5:6|6:0|7:4
|time:631,3268|1:16|2:16|3:21|4:6|5:6|6:0|7:4
|time:632,3679|1:16|2:21|3:20|4:6|5:6|6:0|7:4
|time:633,3978|1:16|2:13|3:11|4:6|5:6|6:0|7:4
|time:634,4219|1:16|2:18|3:11|4:6|5:6|6:0|7:4
|time:635,4491|1:16|2:17|3:10|4:6|5:6|6:0|7:4
|time:636,4778|1:16|2:16|3:12|4:6|5:6|6:0|7:4
|time:637,5097|1:17|2:14|3:11|4:7|5:6|6:0|7:4
|time:638,5305|1:17|2:14|3:16|4:7|5:6|6:0|7:4
|time:639,5576|1:17|2:17|3:12|4:7|5:6|6:0|7:4
|time:640,5841|1:17|2:17|3:10|4:7|5:6|6:0|7:4
|time:641,6055|1:17|2:19|3:14|4:7|5:6|6:0|7:4
|time:642,6273|1:14|2:21|3:12|4:7|5:4|6:0|7:3
|time:643,65|1:14|2:18|3:12|4:7|5:4|6:0|7:3
|time:644,683|1:14|2:14|3:14|4:7|5:4|6:0|7:3
|time:645,7136|1:14|2:17|3:13|4:7|5:4|6:0|7:3
|time:646,7322|1:14|2:18|3:17|4:7|5:4|6:0|7:3
|time:647,7614|1:14|2:17|3:21|4:7|5:4|6:0|7:3
|time:648,7878|1:13|2:18|3:16|4:6|5:4|6:0|7:3
|time:649,8223|1:13|2:23|3:15|4:6|5:4|6:0|7:3
|time:650,8545|1:13|2:20|3:21|4:6|5:4|6:0|7:3
|time:651,8995|1:13|2:17|3:16|4:6|5:4|6:0|7:3
|time:652,9531|1:13|2:14|3:13|4:6|5:4|6:0|7:3
|time:653,9772|1:11|2:13|3:11|4:6|5:3|6:0|7:2
|time:655,0076|1:11|2:19|3:13|4:6|5:3|6:0|7:2
|time:656,0352|1:10|2:23|3:21|4:5|5:3|6:0|7:2
|time:657,0638|1:10|2:16|3:20|4:5|5:3|6:0|7:2
|time:658,091|1:10|2:19|3:23|4:5|5:3|6:0|7:2
|time:659,1144|1:10|2:18|3:19|4:5|5:3|6:0|7:2
|time:660,1479|1:10|2:12|3:16|4:5|5:3|6:0|7:2
|time:661,1672|1:10|2:15|3:18|4:5|5:3|6:0|7:2
|time:662,1999|1:10|2:16|3:12|4:5|5:3|6:0|7:2
|time:663,23|1:10|2:22|3:19|4:5|5:3|6:0|7:2
|time:664,2601|1:10|2:24|3:15|4:5|5:3|6:0|7:2
|time:665,2886|1:10|2:29|3:11|4:5|5:3|6:0|7:2
|time:666,3099|1:10|2:30|3:16|4:5|5:3|6:0|7:2
|time:667,3314|1:10|2:30|3:20|4:5|5:3|6:0|7:2
|time:668,3638|1:10|2:24|3:21|4:5|5:3|6:0|7:2
|time:669,3899|1:10|2:27|3:21|4:5|5:3|6:0|7:2
|time:670,4255|1:10|2:22|3:20|4:5|5:3|6:0|7:2
|time:671,4611|1:10|2:21|3:17|4:5|5:3|6:0|7:2
|time:672,4949|1:10|2:20|3:16|4:5|5:3|6:0|7:2
|time:673,5129|1:10|2:14|3:19|4:5|5:3|6:0|7:2
|time:674,5416|1:10|2:14|3:22|4:5|5:3|6:0|7:2
|time:675,5748|1:10|2:11|3:20|4:5|5:3|6:0|7:2
|time:676,6119|1:10|2:13|3:17|4:5|5:3|6:0|7:2
|time:677,6312|1:10|2:18|3:16|4:5|5:3|6:0|7:2
|time:678,6576|1:10|2:15|3:15|4:5|5:3|6:0|7:2
|time:679,6937|1:10|2:14|3:18|4:5|5:3|6:0|7:2
|time:680,7134|1:10|2:14|3:16|4:5|5:3|6:0|7:2
|time:681,746|1:10|2:13|3:19|4:5|5:3|6:0|7:2
|time:682,7717|1:10|2:12|3:18|4:5|5:3|6:0|7:2
|time:683,7991|1:10|2:13|3:18|4:5|5:3|6:0|7:2
|time:684,8223|1:10|2:18|3:16|4:5|5:3|6:0|7:2
|time:685,8515|1:9|2:16|3:20|4:5|5:3|6:0|7:1
|time:686,8829|1:8|2:20|3:17|4:5|5:2|6:0|7:1
|time:687,9141|1:8|2:18|3:24|4:5|5:2|6:0|7:1
|time:688,949|1:8|2:19|3:15|4:5|5:2|6:0|7:1
|time:689,985|1:8|2:18|3:20|4:5|5:2|6:0|7:1
|time:691,0087|1:8|2:13|3:20|4:5|5:2|6:0|7:1
|time:692,0308|1:8|2:16|3:22|4:5|5:2|6:0|7:1
|time:693,0543|1:8|2:15|3:21|4:5|5:2|6:0|7:1
|time:694,0911|1:8|2:14|3:23|4:5|5:2|6:0|7:1
|time:695,1251|1:7|2:11|3:20|4:4|5:2|6:0|7:1
|time:696,1465|1:7|2:10|3:26|4:4|5:2|6:0|7:1
|time:697,1747|1:7|2:22|3:25|4:4|5:2|6:0|7:1
|time:698,1949|1:7|2:16|3:25|4:4|5:2|6:0|7:1
|time:699,2155|1:7|2:17|3:27|4:4|5:2|6:0|7:1
|time:700,2421|1:7|2:21|3:21|4:4|5:2|6:0|7:1
|time:701,2614|1:7|2:17|3:26|4:4|5:2|6:0|7:1
|time:702,288|1:7|2:22|3:25|4:4|5:2|6:0|7:1
|time:703,3166|1:7|2:17|3:23|4:4|5:2|6:0|7:1
|time:704,3498|1:6|2:14|3:22|4:4|5:2|6:0|7:0
|time:705,3749|1:6|2:13|3:20|4:4|5:2|6:0|7:0
|time:706,4056|1:6|2:13|3:24|4:4|5:2|6:0|7:0
|time:707,4346|1:6|2:14|3:25|4:4|5:2|6:0|7:0
|time:708,471|1:6|2:17|3:24|4:4|5:2|6:0|7:0
|time:709,5054|1:6|2:17|3:21|4:4|5:2|6:0|7:0
|time:710,5283|1:6|2:14|3:21|4:4|5:2|6:0|7:0
|time:711,5505|1:6|2:17|3:26|4:4|5:2|6:0|7:0
|time:712,5863|1:6|2:11|3:17|4:4|5:2|6:0|7:0
|time:713,6158|1:5|2:14|3:23|4:4|5:1|6:0|7:0
|time:714,6464|1:5|2:12|3:27|4:4|5:1|6:0|7:0
|time:715,6833|1:5|2:14|3:26|4:4|5:1|6:0|7:0
|time:716,716|1:5|2:18|3:25|4:4|5:1|6:0|7:0
|time:717,743|1:5|2:16|3:25|4:4|5:1|6:0|7:0
|time:718,7803|1:5|2:15|3:28|4:4|5:1|6:0|7:0
|time:719,801|1:5|2:10|3:20|4:4|5:1|6:0|7:0
|time:720,8323|1:5|2:12|3:23|4:4|5:1|6:0|7:0
|time:721,8535|1:5|2:10|3:20|4:4|5:1|6:0|7:0
|time:722,8799|1:5|2:14|3:21|4:4|5:1|6:0|7:0
|time:723,9158|1:5|2:13|3:19|4:4|5:1|6:0|7:0
|time:724,9507|1:5|2:12|3:21|4:4|5:1|6:0|7:0
|time:725,9783|1:5|2:16|3:22|4:4|5:1|6:0|7:0
|time:727,0038|1:5|2:15|3:26|4:4|5:1|6:0|7:0
|time:728,0228|1:5|2:18|3:20|4:4|5:1|6:0|7:0
|time:729,0548|1:5|2:11|3:19|4:4|5:1|6:0|7:0
|time:730,0798|1:5|2:9|3:15|4:4|5:1|6:0|7:0
|time:731,1127|1:5|2:8|3:18|4:4|5:1|6:0|7:0
|time:732,1384|1:5|2:6|3:16|4:4|5:1|6:0|7:0
|time:733,1637|1:5|2:11|3:21|4:4|5:1|6:0|7:0
|time:734,1865|1:5|2:13|3:20|4:4|5:1|6:0|7:0
|time:735,2082|1:5|2:11|3:22|4:4|5:1|6:0|7:0
|time:736,2332|1:5|2:15|3:24|4:4|5:1|6:0|7:0
|time:737,2676|1:5|2:12|3:17|4:4|5:1|6:0|7:0
|time:738,2987|1:5|2:10|3:19|4:4|5:1|6:0|7:0
|time:739,32|1:5|2:12|3:20|4:4|5:1|6:0|7:0
|time:740,3541|1:5|2:12|3:23|4:4|5:1|6:0|7:0
|time:741,3866|1:5|2:10|3:26|4:4|5:1|6:0|7:0
|time:742,4088|1:5|2:10|3:24|4:4|5:1|6:0|7:0
|time:743,4347|1:5|2:13|3:28|4:4|5:1|6:0|7:0
|time:744,4656|1:5|2:13|3:24|4:4|5:1|6:0|7:0
|time:745,5005|1:5|2:12|3:22|4:4|5:1|6:0|7:0
|time:746,5217|1:5|2:19|3:23|4:4|5:1|6:0|7:0
|time:747,5565|1:5|2:15|3:24|4:4|5:1|6:0|7:0
|time:748,5818|1:5|2:18|3:20|4:4|5:1|6:0|7:0
|time:749,6001|1:5|2:20|3:17|4:4|5:1|6:0|7:0
|time:750,6248|1:5|2:17|3:19|4:4|5:1|6:0|7:0
|time:751,6547|1:5|2:25|3:22|4:4|5:1|6:0|7:0
|time:752,6899|1:5|2:23|3:23|4:4|5:1|6:0|7:0
|time:753,7136|1:5|2:20|3:24|4:4|5:1|6:0|7:0
|time:754,7336|1:5|2:23|3:21|4:4|5:1|6:0|7:0
|time:755,7589|1:5|2:24|3:18|4:4|5:1|6:0|7:0
|time:756,7908|1:5|2:16|3:23|4:4|5:1|6:0|7:0
|time:757,8239|1:5|2:13|3:16|4:4|5:1|6:0|7:0
|time:758,8549|1:5|2:13|3:15|4:4|5:1|6:0|7:0
|time:759,8804|1:5|2:14|3:18|4:4|5:1|6:0|7:0
|time:760,9008|1:5|2:14|3:19|4:4|5:1|6:0|7:0
|time:761,9253|1:5|2:20|3:16|4:4|5:1|6:0|7:0
|time:762,9452|1:5|2:17|3:18|4:4|5:1|6:0|7:0
|time:763,9763|1:5|2:18|3:15|4:4|5:1|6:0|7:0
|time:765,0002|1:5|2:17|3:16|4:4|5:1|6:0|7:0
|time:766,0207|1:5|2:15|3:15|4:4|5:1|6:0|7:0
|time:767,0388|1:5|2:16|3:25|4:4|5:1|6:0|7:0
|time:768,0602|1:5|2:23|3:18|4:4|5:1|6:0|7:0
|time:769,0939|1:5|2:18|3:20|4:4|5:1|6:0|7:0
|time:770,1292|1:5|2:15|3:25|4:4|5:1|6:0|7:0
|time:771,152|1:5|2:22|3:25|4:4|5:1|6:0|7:0
|time:772,186|1:5|2:16|3:27|4:4|5:1|6:0|7:0
|time:773,2119|1:5|2:17|3:20|4:4|5:1|6:0|7:0
|time:774,2482|1:5|2:17|3:19|4:4|5:1|6:0|7:0
|time:775,2678|1:5|2:22|3:20|4:4|5:1|6:0|7:0
|time:776,2877|1:5|2:22|3:24|4:4|5:1|6:0|7:0
|time:777,3234|1:5|2:26|3:23|4:4|5:1|6:0|7:0
|time:778,3527|1:5|2:24|3:16|4:4|5:1|6:0|7:0
|time:779,3878|1:5|2:22|3:16|4:4|5:1|6:0|7:0
|time:780,413|1:5|2:22|3:14|4:4|5:1|6:0|7:0
|time:781,444|1:4|2:22|3:18|4:3|5:1|6:0|7:0
|time:782,4658|1:4|2:20|3:16|4:3|5:1|6:0|7:0
|time:783,4949|1:4|2:22|3:14|4:3|5:1|6:0|7:0
|time:784,5217|1:4|2:26|3:16|4:3|5:1|6:0|7:0
|time:785,5513|1:4|2:17|3:12|4:3|5:1|6:0|7:0
|time:786,5738|1:4|2:17|3:17|4:3|5:1|6:0|7:0
|time:787,6084|1:4|2:18|3:19|4:3|5:1|6:0|7:0
|time:788,6339|1:4|2:18|3:17|4:3|5:1|6:0|7:0
|time:789,6632|1:4|2:19|3:23|4:3|5:1|6:0|7:0
|time:790,6971|1:4|2:22|3:20|4:3|5:1|6:0|7:0
|time:791,7253|1:4|2:17|3:23|4:3|5:1|6:0|7:0
|time:792,7496|1:3|2:13|3:21|4:2|5:1|6:0|7:0
|time:793,7751|1:3|2:20|3:13|4:2|5:1|6:0|7:0
|time:794,7985|1:3|2:14|3:16|4:2|5:1|6:0|7:0
|time:795,8313|1:2|2:15|3:18|4:2|5:0|6:0|7:0
|time:796,8524|1:2|2:14|3:19|4:2|5:0|6:0|7:0
|time:797,8851|1:2|2:17|3:20|4:2|5:0|6:0|7:0
|time:798,9174|1:2|2:16|3:20|4:2|5:0|6:0|7:0
|time:799,9444|1:2|2:15|3:16|4:2|5:0|6:0|7:0
